,assetTypeNumber,assetNumber,reportingPeriodBeginningDate,reportingPeriodEndingDate,originatorName,originationDate,originalLoanAmount,originalLoanTerm,loanMaturityDate,originalInterestRatePercentage,interestCalculationTypeCode,originalInterestRateTypeCode,originalInterestOnlyTermNumber,originalFirstPaymentDate,underwritingIndicator,gracePeriodNumber,paymentTypeCode,subvented,vehicleManufacturerName,vehicleModelName,vehicleNewUsedCode,vehicleModelYear,vehicleTypeCode,vehicleValueAmount,vehicleValueSourceCode,obligorCreditScoreType,obligorCreditScore,obligorIncomeVerificationLevelCode,obligorEmploymentVerificationCode,coObligorIndicator,paymentToIncomePercentage,obligorGeographicLocation,assetAddedIndicator,remainingTermToMaturityNumber,reportingPeriodModificationIndicator,servicingAdvanceMethodCode,reportingPeriodBeginningLoanBalanceAmount,nextReportingPeriodPaymentAmountDue,reportingPeriodInterestRatePercentage,nextInterestRatePercentage,servicingFeePercentage,servicingFlatFeeAmount,otherServicerFeeRetainedByServicer,otherAssessedUncollectedServicerFeeAmount,scheduledInterestAmount,scheduledPrincipalAmount,otherPrincipalAdjustmentAmount,reportingPeriodActualEndBalanceAmount,reportingPeriodScheduledPaymentAmount,totalActualAmountPaid,actualInterestCollectedAmount,actualPrincipalCollectedAmount,actualOtherCollectedAmount,servicerAdvancedAmount,interestPaidThroughDate,zeroBalanceEffectiveDate,zeroBalanceCode,currentDelinquencyStatus,primaryLoanServicerName,mostRecentServicingTransferReceivedDate,assetSubjectDemandIndicator,assetSubjectDemandStatusCode,repurchaseAmount,DemandResolutionDate,repurchaserName,repurchaseReplacementReasonCode,chargedoffPrincipalAmount,recoveredAmount,modificationTypeCode,paymentExtendedNumber,repossessedIndicator,repossessedProceedsAmount,LTV,loanDiff,StateUnemployment
20137,SDART0201700003,"=""17071576""",01/01/2018,01-31-2018,SC,05/2017,15722.0,72,06/2023,0.24,1,1,-,06/2017,True,1,2,0,TOYOTA,Yaris iA,2,2017,1,17567.0,98,Bureau,-,3,3,1,0.1242494,MD,-,66,False,1,0.0,3544.75,0.0,0.0,0.03,-,-,732.58,298.5291,115.3809,0.0,0.0,413.91,0.0,0.0,0.0,0.0,-,08-25-2017,12/2017,4,145,SC,-,False,-,-,-,-,-,0.00,820.71,-,0,True,0.00,89.49735299140433,15722.0,4.1
20154,SDART0201700003,"=""17082377""",01/01/2018,01-31-2018,SC,06/2017,18520.6,72,06/2023,0.18,1,1,-,07/2017,True,1,2,0,MITSUBISHI,Mirage G4,1,2017,1,16756.31,98,Bureau,660,2,2,0,0.11385233,PA,-,66,False,1,18520.6,3837.25,0.18,0.0,0.03,-,-,732.04,263.1075,159.3025,0.0,0.0,422.41,0.0,0.0,0.0,0.0,-,09-13-2017,01/2018,4,120,SC,-,False,-,-,-,-,-,18520.60,6187.00,-,0,True,6187.00,110.52910813896375,0.0,4.8
20162,SDART0201700003,"=""17071887""",01/01/2018,01-31-2018,SC,06/2017,19047.12,72,06/2023,0.1209,1,1,-,07/2017,True,1,2,0,Dodge,Journey,2,2016,3,15841.0,3,Bureau,657,2,2,0,0.09616667,CA,-,66,False,1,17990.21,0.0,0.1209,0.1209,0.03,-,-,0.0,179.7392,193.5308,0.0,0.0,373.27,18174.94,184.73,17990.21,0.0,-,12-21-2017,01/2018,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,120.23937882709423,1056.9099999999999,4.4
20212,SDART0201700003,"=""17075573""",01/01/2018,01-31-2018,SC,06/2017,15521.0,72,06/2023,0.2799,1,1,-,07/2017,True,1,2,0,CHRYSLER,200,2,2013,1,11998.0,98,Bureau,-,2,2,0,0.16497992,DE,-,66,False,1,15236.15,4826.06,0.2799,0.0,0.03,-,-,60.0,348.3533,98.6567,0.0,0.0,447.01,0.0,0.0,0.0,0.0,-,08-04-2017,01/2018,4,123,SC,-,False,-,-,-,-,-,15236.15,0.00,-,0,False,-,129.36322720453407,284.85000000000036,4.5
20241,SDART0201700003,"=""17086656""",01/01/2018,01-31-2018,SC,06/2017,30086.15,72,06/2023,0.0429,1,1,-,07/2017,True,1,2,0,DODGE TRUCK,Ram 1500 Pickup-V8,2,2014,2,31625.0,98,Bureau,621,2,1,1,0.02649432,CA,-,66,False,1,27856.33,0.0,0.0429,0.0429,0.03,-,-,0.0,99.6125,375.0775,0.0,0.0,474.69,27813.73,0.0,27856.33,0.0,-,12-09-2017,01/2018,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,95.13407114624506,2229.8199999999997,4.4
20349,SDART0201700003,"=""17225116""",01/01/2018,01-31-2018,SC,07/2017,12843.91,72,08/2023,0.22,1,1,-,09/2017,True,2,2,0,NISSAN,Rogue,2,2013,3,12998.0,98,Bureau,-,2,2,1,0.10385204,NC,-,68,False,1,12448.81,0.0,0.22,0.22,0.03,-,-,0.0,228.0366,94.6834,0.0,0.0,322.72,12875.64,426.83,12448.81,0.0,-,01-04-2018,01/2018,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,98.81450992460378,395.10000000000036,4.5
20359,SDART0201700003,"=""17225180""",01/01/2018,01-31-2018,SC,07/2017,13474.38,48,07/2021,0.1586,1,1,-,08/2017,False,1,2,0,FORD TRUCK,F250 Super Duty-V8,2,2008,2,20025.0,98,Bureau,540,3,2,0,0.17452463,KY,-,43,False,1,12693.84,0.0,0.1586,0.1586,0.03,-,-,0.0,164.3236,216.5764,0.0,0.0,380.9,13065.89,353.01,12693.84,19.04,-,11-20-2017,01/2018,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,67.28779026217228,780.539999999999,4.3
20379,SDART0201700003,"=""17190626""",01/01/2018,01-31-2018,SC,07/2017,9611.08,72,07/2023,0.2352,1,1,-,08/2017,True,1,2,0,Hyundai,Genesis Coupe,2,2011,1,8438.0,98,Bureau,-,2,2,0,0.12634,CA,-,67,False,1,9472.58,0.0,0.2323,0.2323,0.03,-,-,0.0,181.4108,68.8292,0.0,0.0,250.24,9750.38,265.26,9472.58,12.54,-,01-11-2018,01/2018,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,113.90234652761318,138.5,4.4
20384,SDART0201700003,"=""17203895""",01/01/2018,01-31-2018,SC,06/2017,19678.0,72,07/2023,0.202,1,1,-,08/2017,True,2,2,0,CHRYSLER,200,1,2017,1,25265.0,98,Bureau,-,2,2,0,0.19102,SC,-,67,False,1,19678.0,4581.69,0.1969,0.0,0.03,-,-,659.0,317.5727,156.0573,19678.0,0.0,473.63,0.0,0.0,0.0,0.0,-,08-06-2017,01/2018,3,124,SC,-,False,-,-,-,-,-,0.00,0.00,-,0,False,-,77.88640411636652,0.0,4.3
20411,SDART0201700003,"=""17138591""",01/01/2018,01-31-2018,SC,06/2017,32197.09,75,10/2023,0.1713,1,1,-,08/2017,True,2,2,0,DODGE TRUCK,Ram 1500 Pickup,1,2017,2,35143.0,98,Bureau,532,2,2,0,0.16319871,GA,-,70,False,1,32197.09,5711.32,0.1713,0.0,0.03,-,-,758.41,439.9468,262.1832,32197.09,0.0,702.13,0.0,0.0,0.0,0.0,-,09-12-2017,01/2018,3,137,SC,-,False,-,-,-,-,-,0.00,0.00,-,0,False,-,91.61736334405145,0.0,4.5
20447,SDART0201700003,"=""17140963""",01/01/2018,01-31-2018,SC,06/2017,24451.0,72,07/2023,0.1532,1,1,-,08/2017,True,2,2,0,CHRYSLER,300,2,2016,1,21775.0,98,Bureau,571,2,2,0,0.07385634,AK,-,67,False,1,24441.0,4823.77,0.1532,0.0,0.03,-,-,129.67,297.1415,224.1385,24441.0,0.0,521.28,0.0,0.0,0.0,0.0,-,08-19-2017,01/2018,3,140,SC,-,False,-,-,-,-,-,0.00,0.00,-,0,False,-,112.28932261768082,10.0,7.3
20455,SDART0201700003,"=""17149789""",01/01/2018,01-31-2018,SC,06/2017,38297.76,72,06/2023,0.1484,1,1,-,07/2017,True,1,2,0,NISSAN,Rogue,1,2017,3,32670.0,98,Bureau,553,2,1,0,0.09551501,WV,-,66,False,1,37856.95,6947.21,0.1484,0.0,0.03,-,-,733.0,445.9531,360.5269,0.0,0.0,806.48,0.0,0.0,0.0,0.0,-,08-31-2017,01/2018,4,120,SC,-,False,-,-,-,-,-,37856.95,23612.00,-,0,True,23612.00,117.22607897153352,440.81000000000495,5.4
20462,SDART0201700003,"=""17150248""",01/01/2018,01-31-2018,SC,06/2017,11000.0,72,07/2023,0.193,1,1,-,08/2017,True,2,2,0,Jeep,Patriot,2,2016,3,12966.0,3,Bureau,-,2,2,0,0.14506667,AZ,-,67,False,1,659.3,0.0,0.193,0.193,0.03,-,-,0.0,169.3848,89.6552,0.0,0.0,259.04,670.8,11.5,659.3,0.0,-,12-19-2017,01/2018,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,84.83726669751658,10340.7,4.8
20506,SDART0201700003,"=""17145229""",01/01/2018,01-31-2018,SC,06/2017,17254.65,72,07/2023,0.2578,1,1,-,08/2017,True,2,2,0,NISSAN,Sentra,1,2017,1,19592.0,98,Bureau,-,3,3,1,0.11607938,VA,-,67,False,1,17254.65,4383.31,0.2576,0.0,0.03,-,-,386.17,357.9795,115.1005,17254.65,0.0,473.08,0.0,0.0,0.0,0.0,-,08-26-2017,01/2018,3,147,SC,-,False,-,-,-,-,-,0.00,0.00,-,0,False,-,88.06987545937119,0.0,3.6
20526,SDART0201700003,"=""17157569""",01/01/2018,01-31-2018,SC,07/2017,13361.57,72,07/2023,0.24,1,1,-,08/2017,True,1,2,0,NISSAN,Altima,2,2014,1,12998.0,98,Bureau,502,2,2,1,0.08494019,MD,-,67,False,1,0.0,2809.01,0.0,0.0,0.03,-,-,515.5,257.5641,94.2059,0.0,0.0,351.77,0.0,0.0,0.0,0.0,-,09-01-2017,12/2017,4,101,SC,-,False,-,-,-,-,-,0.00,0.00,-,0,True,0.00,102.79712263425142,13361.57,4.1
20547,SDART0201700003,"=""17156511""",01/01/2018,01-31-2018,SC,06/2017,5561.0,60,07/2022,0.18,1,1,-,08/2017,True,2,2,0,VOLKSWAGEN,Jetta,2,2014,1,8700.0,98,Bureau,-,2,2,0,0.04177941,RI,-,55,False,1,5210.15,0.0,0.18,0.18,0.03,-,-,0.0,78.5761,62.6339,0.0,0.0,141.21,5346.33,136.18,5210.15,0.0,-,11-11-2017,01/2018,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,63.91954022988505,350.85000000000036,4.5
20569,SDART0201700003,"=""17156519""",01/01/2018,01-31-2018,SC,06/2017,26191.0,72,09/2023,0.1772,1,1,-,08/2017,True,2,2,0,FORD,Fusion,1,2017,1,24479.12,98,Bureau,665,2,2,1,0.09407116,FL,-,69,False,1,26191.0,5194.31,0.177,0.0,0.03,-,-,824.44,369.4345,223.7855,26191.0,0.0,593.22,0.0,0.0,0.0,0.0,-,07-15-2017,01/2018,3,116,SC,-,False,-,-,-,-,-,0.00,0.00,-,0,False,-,106.9932252466592,0.0,3.9
20593,SDART0201700003,"=""17168524""",01/01/2018,01-31-2018,SC,07/2017,27758.68,72,07/2023,0.1725,1,1,-,08/2017,True,1,2,0,CHEVROLET TRUCK,Silverado 1500,2,2013,2,23100.0,98,Bureau,667,2,2,0,0.16468421,TX,-,67,False,1,26724.08,0.0,0.168,0.168,0.03,-,-,0.0,380.8898,240.5102,0.0,0.0,621.4,27300.45,576.37,26724.08,0.0,-,01-15-2018,01/2018,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,120.16744588744588,1034.5999999999985,4.0
20602,SDART0201700003,"=""17168538""",01/01/2018,01-31-2018,SC,06/2017,32427.0,72,07/2023,0.1921,1,1,-,08/2017,True,2,2,0,DODGE TRUCK,Ram 1500 Pickup-V8,2,2014,2,27550.0,98,Bureau,621,2,2,0,0.15057647,GA,-,67,False,1,32427.0,5928.17,0.1921,0.0,0.03,-,-,1397.22,496.9617,264.9783,0.0,0.0,761.94,0.0,0.0,0.0,0.0,-,09-22-2017,01/2018,4,109,SC,-,False,-,-,-,-,-,32427.00,20594.56,-,0,True,20594.56,117.70235934664245,0.0,4.5
20619,SDART0201700003,"=""17167033""",01/01/2018,01-31-2018,SC,06/2017,21713.0,72,07/2023,0.2732,1,1,-,08/2017,True,2,2,0,NISSAN,Versa,1,2017,1,17080.0,98,Bureau,599,3,3,1,0.10858915,SC,-,67,False,1,21713.0,6497.05,0.2589,0.0,0.03,-,-,102.0,478.2837,137.8863,21713.0,0.0,616.17,0.0,0.0,0.0,0.0,-,07-30-2017,01/2018,3,146,SC,-,False,-,-,-,-,-,0.00,0.00,-,0,False,-,127.12529274004685,0.0,4.3
20666,SDART0201700003,"=""17162386""",01/01/2018,01-31-2018,SC,06/2017,13641.46,48,07/2021,0.1994,1,1,-,08/2017,True,2,2,0,CHEVROLET TRUCK,Equinox,2,2012,3,12300.0,98,Bureau,535,3,3,0,0.08086505,IL,-,43,False,1,66.29,0.0,0.1994,0.1994,0.03,-,-,0.0,208.835,205.845,0.0,0.0,414.68,66.29,0.0,66.29,0.0,-,12-04-2017,01/2018,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,110.90617886178862,13575.169999999998,4.8
20683,SDART0201700003,"=""17173295""",01/01/2018,01-31-2018,SC,07/2017,15847.0,72,07/2023,0.2,1,1,-,08/2017,True,1,2,0,FORD,Fusion,2,2014,1,13998.0,98,Bureau,-,2,2,0,0.12800669,NC,-,67,False,1,15847.0,2890.91,0.2,0.0,0.03,-,-,542.0,253.1243,126.4557,0.0,0.0,379.58,0.0,0.0,0.0,0.0,-,10-04-2017,01/2018,4,99,SC,-,False,-,-,-,-,-,15847.00,8882.00,-,0,True,8882.00,113.20902986140877,0.0,4.5
20707,SDART0201700003,"=""17173909""",01/01/2018,01-31-2018,SC,06/2017,9098.0,72,07/2023,0.187,1,1,-,08/2017,True,2,2,0,KIA,Soul-4 Cyl.,2,2011,1,6775.0,98,Bureau,653,2,2,1,0.07091333,MO,-,67,False,1,9095.01,2105.85,0.187,0.0,0.03,-,-,53.15,135.627,75.493,9095.01,0.0,211.12,0.0,0.0,0.0,0.0,-,08-07-2017,01/2018,3,143,SC,-,False,-,-,-,-,-,0.00,0.00,-,0,False,-,134.28782287822878,2.9899999999997817,3.7
20735,SDART0201700003,"=""17179460""",01/01/2018,01-31-2018,SC,07/2017,10410.46,72,07/2023,0.2799,1,1,-,08/2017,True,1,2,0,Honda,CR-V,2,2007,3,11998.0,98,Bureau,485,3,3,0,0.11364989,CA,-,67,False,1,10337.21,0.0,0.2799,0.2799,0.03,-,-,0.0,235.8617,63.9683,0.0,0.0,299.83,10690.75,323.54,10337.21,30.0,-,01-12-2018,01/2018,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,86.76829471578596,73.25,4.4
20755,SDART0201700003,"=""17178004""",01/01/2018,01-31-2018,SC,07/2017,15180.57,72,07/2023,0.1529,1,1,-,08/2017,True,1,2,0,CHRYSLER,Town &amp; Country-V6,2,2008,1,13998.0,98,Bureau,655,2,2,0,0.0489988,TX,-,67,False,1,0.0,1597.52,0.0,0.0,0.03,-,-,640.54,184.051,139.339,0.0,0.0,323.39,0.0,0.0,0.0,0.0,-,11-10-2017,12/2017,4,64,SC,-,False,-,-,-,-,-,0.00,0.00,-,0,True,0.00,108.44813544792113,15180.57,4.0
20779,SDART0201700003,"=""17192864""",01/01/2018,01-31-2018,SC,07/2017,22202.67,72,07/2023,0.1796,1,1,-,08/2017,True,1,2,0,DODGE,Challenger,2,2016,1,20998.0,98,Bureau,600,3,3,0,0.04038118,OK,-,67,False,1,21797.59,0.0,0.1796,0.1796,0.03,-,-,0.0,317.5128,188.3772,0.0,0.0,505.89,22396.8,471.93,21797.59,127.28,-,12-11-2017,01/2018,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,105.73707019716163,405.0799999999981,4.1
20809,SDART0201700003,"=""17178806""",01/01/2018,01-31-2018,SC,07/2017,12740.25,72,07/2023,0.1772,1,1,-,08/2017,True,1,2,0,TOYOTA,Corolla,2,2016,1,13225.0,98,Bureau,-,2,2,0,0.08305429,MA,-,67,False,1,4103.97,0.0,0.1772,0.1772,0.03,-,-,0.0,179.6933,108.8667,0.0,0.0,288.56,4161.75,57.78,4103.97,0.0,-,12-26-2017,01/2018,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,96.33459357277883,8636.279999999999,3.5
20831,SDART0201700003,"=""17193866""",01/01/2018,01-31-2018,SC,07/2017,32954.94,72,08/2023,0.1887,1,1,-,08/2017,True,1,2,0,FORD TRUCK,F150 Pickup,2,2014,2,35200.0,98,Bureau,-,2,2,1,0.11518944,MA,-,68,False,1,31936.88,0.0,0.1887,0.1887,0.03,-,-,0.0,497.9571,269.9729,0.0,0.0,767.93,32465.23,528.35,31936.88,0.0,-,12-29-2017,01/2018,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,93.62198863636364,1018.0600000000013,3.5
20856,SDART0201700003,"=""17197816""",01/01/2018,01-31-2018,SC,07/2017,13285.0,72,06/2023,0.2109,1,1,-,07/2017,True,0,2,0,DODGE,Dart,2,2015,1,9900.0,98,Bureau,644,2,2,0,0.07424091,IN,-,66,False,1,13188.68,2575.81,0.2109,0.0,0.03,-,-,835.03,223.2145,103.4455,0.0,0.0,326.66,0.0,0.0,0.0,0.0,-,10-09-2017,01/2018,4,120,SC,-,False,-,-,-,-,-,13188.68,7123.97,-,0,True,7123.97,134.1919191919192,96.31999999999971,3.3
20858,SDART0201700003,"=""17199842""",01/01/2018,01-31-2018,SC,07/2017,17401.0,72,07/2023,0.2192,1,1,-,08/2017,True,1,2,0,VOLKSWAGEN,Tiguan,2,2013,3,16000.0,98,Bureau,595,2,2,0,0.12580571,LA,-,67,False,1,17336.88,4484.78,0.2192,0.0,0.03,-,-,110.05,305.4579,130.9321,17336.88,0.0,436.39,0.0,0.0,0.0,0.0,-,08-08-2017,01/2018,3,133,SC,-,False,-,-,-,-,-,0.00,0.00,-,0,False,-,108.75625,64.11999999999898,4.6
20880,SDART0201700003,"=""17184731""",01/01/2018,01-31-2018,SC,07/2017,13374.84,72,09/2023,0.2646,1,1,-,08/2017,True,1,2,0,MAZDA,Mazda3-4 Cyl.,2,2012,1,11599.0,98,Bureau,-,2,2,0,0.0789721,FL,-,69,False,1,13374.84,3818.65,0.2646,0.0,0.03,-,-,828.82,285.0357,87.3143,13374.84,0.0,372.35,0.0,0.0,0.0,0.0,-,-,01/2018,3,93,SC,-,False,-,-,-,-,-,0.00,0.00,-,0,False,-,115.3102853694284,0.0,3.9
20901,SDART0201700003,"=""17203842""",01/01/2018,01-31-2018,SC,07/2017,15247.12,72,08/2023,0.236,1,1,-,09/2017,True,2,2,0,NISSAN,Versa,1,2017,1,15021.0,98,Bureau,606,2,2,0,0.1811501,VA,-,68,False,1,15247.12,3089.84,0.2115,0.0,0.03,-,-,826.34,290.9077,106.8023,15247.12,0.0,397.71,0.0,0.0,0.0,0.0,-,09-08-2017,01/2018,3,105,SC,-,False,-,-,-,-,-,0.00,0.00,-,0,False,-,101.5053591638373,0.0,3.6
20906,SDART0201700003,"=""17183118""",01/01/2018,01-31-2018,SC,07/2017,19714.55,72,07/2023,0.18,1,1,-,08/2017,True,1,2,0,DODGE COMMERCIAL,ProMaster,2,2015,1,15944.0,98,Bureau,572,2,2,0,0.02174256,NC,-,67,False,1,19103.02,0.0,0.18,0.18,0.03,-,-,0.0,282.6007,167.0493,0.0,0.0,449.65,19215.33,112.31,19103.02,0.0,-,01-09-2018,01/2018,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,123.64870797792274,611.5299999999988,4.5
20932,SDART0201700003,"=""17219180""",01/01/2018,01-31-2018,SC,07/2017,24720.0,72,08/2023,0.1779,1,1,-,09/2017,True,2,2,0,Kia,Optima,1,2017,1,24390.0,98,Bureau,600,2,2,0,0.15064,CA,-,68,False,1,2123.41,111.52,0.1779,0.1779,0.03,-,-,0.0,353.2104,207.6696,2123.41,0.0,560.88,0.0,0.0,0.0,0.0,-,12-18-2017,01/2018,3,0,SC,-,False,-,-,-,-,-,0.00,0.00,-,0,False,-,101.3530135301353,22596.59,4.4
21035,SDART0201700003,"=""17201833""",01/01/2018,01-31-2018,SC,07/2017,24327.19,72,08/2023,0.2123,1,1,-,09/2017,True,2,2,0,CHRYSLER,300,2,2016,1,22998.0,98,Bureau,522,2,2,0,0.08777762,TN,-,68,False,1,24080.39,0.0,0.2123,0.2123,0.03,-,-,0.0,416.4399,183.7401,0.0,0.0,600.18,25105.07,994.44,24080.39,30.24,-,11-07-2017,01/2018,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,105.77958952952432,246.79999999999927,3.3
21050,SDART0201700003,"=""17189813""",01/01/2018,01-31-2018,SC,07/2017,9015.0,72,07/2023,0.18,1,1,-,08/2017,True,1,2,0,MITSUBISHI,Lancer-4 Cyl.,2,2010,1,10998.0,98,Bureau,-,2,2,0,0.0319423,NE,-,67,False,1,8787.22,0.0,0.18,0.18,0.03,-,-,0.0,129.2528,76.3572,0.0,0.0,205.61,8938.89,151.67,8787.22,0.0,-,11-28-2017,01/2018,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,81.9694489907256,227.78000000000065,2.9
21065,SDART0201700003,"=""17225246""",01/01/2018,01-31-2018,SC,07/2017,32948.59,72,08/2023,0.191,1,1,-,09/2017,True,2,2,0,BMW,X5 M,2,2011,3,27733.0,98,Bureau,601,2,2,0,0.07075091,CA,-,68,False,1,32948.59,8031.45,0.1904,0.0,0.03,-,-,194.25,506.1854,265.9346,32948.59,0.0,772.12,0.0,0.0,0.0,0.0,-,-,01/2018,3,147,SC,-,False,-,-,-,-,-,0.00,0.00,-,0,False,-,118.80643998124975,0.0,4.4
21099,SDART0201700003,"=""17189511""",01/01/2018,01-31-2018,SC,07/2017,9240.93,60,07/2022,0.1738,1,1,-,08/2017,True,1,2,0,TOYOTA,RAV4-4 Cyl.,2,2011,3,10325.0,98,Bureau,-,2,2,0,0.02743529,LA,-,55,False,1,7694.79,0.0,0.1738,0.1738,0.03,-,-,0.0,125.8054,105.7446,0.0,0.0,231.55,7829.06,134.27,7694.79,0.0,-,01-22-2018,01/2018,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,89.50053268765133,1546.1400000000003,4.6
21120,SDART0201700003,"=""17203413""",01/01/2018,01-31-2018,SC,07/2017,23798.65,72,08/2023,0.1678,1,1,-,09/2017,True,2,2,0,NISSAN,Altima,1,2017,1,26576.0,98,Bureau,509,2,2,0,0.13535478,TX,-,68,False,1,23798.65,5347.13,0.1678,0.0,0.03,-,-,132.5,320.307,206.203,23798.65,0.0,526.51,0.0,0.0,0.0,0.0,-,-,01/2018,3,149,SC,-,False,-,-,-,-,-,0.00,0.00,-,0,False,-,89.54940547862734,0.0,4.0
21127,SDART0201700003,"=""17228387""",01/01/2018,01-31-2018,SC,07/2017,21288.52,72,07/2023,0.25,1,1,-,08/2017,True,1,2,0,JEEP,Renegade,1,2017,3,24950.0,98,Bureau,-,2,2,0,0.1433625,OH,-,67,False,1,21011.96,4746.96,0.25,0.0,0.03,-,-,924.01,429.3974,144.0526,0.0,0.0,573.45,0.0,0.0,0.0,0.0,-,09-22-2017,01/2018,4,97,SC,-,False,-,-,-,-,-,21011.96,13762.00,-,0,True,13762.00,85.32472945891783,276.5600000000013,4.7
21145,SDART0201700003,"=""17230039""",01/01/2018,01-31-2018,SC,07/2017,7434.46,60,08/2022,0.1759,1,1,-,09/2017,True,2,2,0,Nissan,Versa,2,2012,1,5359.0,3,Bureau,651,2,2,0,0.06282667,ID,-,56,False,1,7139.89,0.0,0.1759,0.1759,0.03,-,-,0.0,103.6937,83.4363,0.0,0.0,187.13,7253.44,113.55,7139.89,0.0,-,12-02-2017,01/2018,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,138.7284941220377,294.5699999999997,3.0
21149,SDART0201700003,"=""17230052""",01/01/2018,01-31-2018,SC,07/2017,21049.6,72,08/2023,0.2155,1,1,-,09/2017,True,2,2,0,TOYOTA,Camry,1,2017,1,22685.2,98,Bureau,478,2,2,1,0.02514238,VA,-,68,False,1,21049.6,4287.59,0.2129,0.0,0.03,-,-,827.46,365.8969,157.3931,21049.6,0.0,523.29,0.0,0.0,0.0,0.0,-,09-02-2017,01/2018,3,116,SC,-,False,-,-,-,-,-,0.00,0.00,-,0,False,-,92.79001287182832,0.0,3.6
21187,SDART0201700003,"=""17237303""",01/01/2018,01-31-2018,SC,07/2017,15971.01,72,08/2023,0.123,1,1,-,09/2017,True,2,2,0,JEEP,Patriot,2,2016,3,15100.0,98,Bureau,599,2,2,0,0.12654,TN,-,68,False,1,15424.53,0.0,0.123,0.123,0.03,-,-,0.0,156.6032,158.1268,0.0,0.0,314.73,15632.1,207.57,15424.53,0.0,-,01-08-2018,01/2018,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,105.76827814569536,546.4799999999996,3.3
21211,SDART0201700003,"=""17238029""",01/01/2018,01-31-2018,SC,07/2017,32396.16,72,08/2023,0.18,1,1,-,09/2017,True,2,2,0,TOYOTA,4Runner,2,2016,3,30600.0,98,Bureau,441,2,2,0,0.06469391,TX,-,68,False,1,32396.16,4595.49,0.18,0.0,0.03,-,-,836.76,468.5649,270.3151,32396.16,0.0,738.88,0.0,0.0,0.0,0.0,-,10-21-2017,01/2018,3,112,SC,-,False,-,-,-,-,-,0.00,0.00,-,0,False,-,105.86980392156862,0.0,4.0
21408,SDART0201700003,"=""17151958""",01/01/2018,01-31-2018,SC,06/2017,22838.94,72,07/2023,0.1853,1,1,-,08/2017,True,2,2,0,JEEP,Renegade,1,2017,3,23595.0,98,Bureau,560,2,2,0,0.11811556,NJ,-,67,False,1,22838.94,4044.58,0.1853,0.0,0.03,-,-,736.0,337.3836,190.3864,0.0,0.0,527.77,0.0,0.0,0.0,0.0,-,09-30-2017,01/2018,4,106,SC,-,False,-,-,-,-,-,22838.94,13074.00,-,0,True,13074.00,96.7956770502225,0.0,4.7
21432,SDART0201700003,"=""17144717""",01/01/2018,01-31-2018,SC,07/2017,12497.0,66,01/2023,0.216,1,1,-,08/2017,True,1,2,0,TOYOTA,Camry-4 Cyl.,2,2012,1,12775.0,98,Bureau,615,2,2,1,0.10250625,SC,-,61,False,1,12464.79,3259.0,0.216,0.0,0.03,-,-,82.0,214.6194,110.4806,12464.79,0.0,325.1,0.0,0.0,0.0,0.0,-,08-10-2017,01/2018,3,135,SC,-,False,-,-,-,-,-,0.00,0.00,-,0,False,-,97.8238747553816,32.20999999999913,4.3
21436,SDART0201700003,"=""17144744""",01/01/2018,01-31-2018,SC,06/2017,16602.33,72,07/2023,0.2123,1,1,-,08/2017,True,2,2,0,CHEVROLET TRUCK,Equinox,2,2012,3,13998.0,98,Bureau,550,3,3,0,0.1843802,LA,-,67,False,1,16602.33,4273.0,0.2123,0.0,0.03,-,-,123.96,281.9871,127.6129,16602.33,0.0,409.6,0.0,0.0,0.0,0.0,-,08-04-2017,01/2018,3,140,SC,-,False,-,-,-,-,-,0.00,0.00,-,0,False,-,118.60501500214318,0.0,4.6
21487,SDART0201700003,"=""17167050""",01/01/2018,01-31-2018,SC,07/2017,15059.48,72,07/2023,0.1323,1,1,-,08/2017,True,1,2,0,MINI,Countryman,2,2011,1,13951.0,3,Bureau,698,2,2,0,0.10137667,CA,-,67,False,1,14341.25,0.0,0.1323,0.1323,0.03,-,-,0.0,158.2544,145.8856,0.0,0.0,304.14,14574.28,233.03,14341.25,0.0,-,01-03-2018,01/2018,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,107.94552361837862,718.2299999999996,4.4
