,assetTypeNumber,assetNumber,reportingPeriodBeginningDate,reportingPeriodEndingDate,originatorName,originationDate,originalLoanAmount,originalLoanTerm,loanMaturityDate,originalInterestRatePercentage,interestCalculationTypeCode,originalInterestRateTypeCode,originalInterestOnlyTermNumber,originalFirstPaymentDate,underwritingIndicator,gracePeriodNumber,paymentTypeCode,subvented,vehicleManufacturerName,vehicleModelName,vehicleNewUsedCode,vehicleModelYear,vehicleTypeCode,vehicleValueAmount,vehicleValueSourceCode,obligorCreditScoreType,obligorCreditScore,obligorIncomeVerificationLevelCode,obligorEmploymentVerificationCode,coObligorIndicator,paymentToIncomePercentage,obligorGeographicLocation,assetAddedIndicator,remainingTermToMaturityNumber,reportingPeriodModificationIndicator,servicingAdvanceMethodCode,reportingPeriodBeginningLoanBalanceAmount,nextReportingPeriodPaymentAmountDue,reportingPeriodInterestRatePercentage,nextInterestRatePercentage,servicingFeePercentage,servicingFlatFeeAmount,otherServicerFeeRetainedByServicer,otherAssessedUncollectedServicerFeeAmount,scheduledInterestAmount,scheduledPrincipalAmount,otherPrincipalAdjustmentAmount,reportingPeriodActualEndBalanceAmount,reportingPeriodScheduledPaymentAmount,totalActualAmountPaid,actualInterestCollectedAmount,actualPrincipalCollectedAmount,actualOtherCollectedAmount,servicerAdvancedAmount,interestPaidThroughDate,zeroBalanceEffectiveDate,zeroBalanceCode,currentDelinquencyStatus,primaryLoanServicerName,mostRecentServicingTransferReceivedDate,assetSubjectDemandIndicator,assetSubjectDemandStatusCode,repurchaseAmount,DemandResolutionDate,repurchaserName,repurchaseReplacementReasonCode,chargedoffPrincipalAmount,recoveredAmount,modificationTypeCode,paymentExtendedNumber,repossessedIndicator,repossessedProceedsAmount,LTV,loanDiff,StateUnemployment
17959,SDART0201700003,"=""17109263""",01/01/2018,01-31-2018,SC,05/2017,24041.42,72,06/2023,0.1042,1,1,-,07/2017,True,2,2,0,HYUNDAI,Sonata,1,2017,1,24533.0,98,Bureau,643,2,2,0,0.14286932,IN,-,66,False,1,22632.56,0.0,0.1042,0.1042,0.03,-,-,0.0,194.8051,255.6949,0.0,0.0,450.5,22890.0,257.44,22632.56,0.0,-,01-12-2018,01/2018,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,97.9962499490482,1408.859999999997,3.3
18005,SDART0201700003,"=""17120948""",01/01/2018,01-31-2018,SC,06/2017,13067.34,72,07/2023,0.2124,1,1,-,08/2017,True,2,2,0,CHEVROLET TRUCK,Equinox,2,2012,3,14825.0,98,Bureau,557,2,2,0,0.07506237,MD,-,67,False,1,12803.48,0.0,0.2124,0.2124,0.03,-,-,0.0,222.0634,100.3966,0.0,0.0,322.46,13220.71,417.23,12803.48,0.0,-,11-10-2017,01/2018,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,88.1439460370995,263.8600000000006,4.1
18060,SDART0201700003,"=""17126664""",01/01/2018,01-31-2018,SC,06/2017,13358.38,72,06/2023,0.1212,1,1,-,07/2017,True,1,2,0,Chrysler,200,2,2015,1,10537.0,3,Bureau,844,2,1,1,0.0330804,AZ,-,66,False,1,12852.02,0.0,0.1212,0.1212,0.03,-,-,0.0,126.3351,135.6549,0.0,0.0,261.99,13063.65,186.86,12852.02,24.77,-,01-09-2018,01/2018,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,126.77593242858498,506.35999999999876,4.8
18068,SDART0201700003,"=""17127901""",01/01/2018,01-31-2018,SC,06/2017,41577.47,72,09/2023,0.1089,1,1,-,08/2017,True,2,2,0,KIA,K900,2,2015,1,32998.0,98,Bureau,717,2,2,0,0.03875941,FL,-,69,False,1,41156.21,0.0,0.1089,0.1089,0.03,-,-,0.0,356.3373,432.7127,0.0,0.0,789.05,41529.8,294.7,41156.21,78.89,-,12-12-2017,01/2018,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,125.99996969513305,421.26000000000204,3.9
18205,SDART0201700003,"=""17022548""",01/01/2018,01-31-2018,SC,05/2017,29724.0,72,05/2023,0.1173,1,1,-,06/2017,True,1,2,0,MERCEDES-BENZ,M Class,2,2014,3,36450.0,98,Bureau,745,2,2,1,0.04196,NY,-,65,False,1,27660.01,0.0,0.1173,0.1173,0.03,-,-,0.0,270.3639,306.5761,0.0,0.0,576.94,27828.91,168.9,27660.01,0.0,-,12-22-2017,01/2018,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,81.54732510288066,2063.9900000000016,4.7
18398,SDART0201700003,"=""17075537""",01/01/2018,01-31-2018,SC,06/2017,13711.8,60,06/2022,0.21,1,1,-,07/2017,True,1,2,0,CHEVROLET TRUCK,Equinox,2,2012,3,12775.0,98,Bureau,592,2,2,0,0.16266957,PA,-,54,False,1,13668.99,3128.94,0.21,0.0,0.03,-,-,37.4,224.3359,146.6141,0.0,0.0,370.95,0.0,0.0,0.0,0.0,-,09-26-2017,01/2018,4,123,SC,-,False,-,-,-,-,-,13668.99,0.00,-,0,False,-,107.333072407045,42.80999999999949,4.8
18429,SDART0201700003,"=""17097610""",01/01/2018,01-31-2018,SC,06/2017,10223.28,60,07/2022,0.1071,1,1,-,08/2017,True,2,2,0,Mazda,CX-5,2,2014,3,12110.0,3,Bureau,621,2,2,0,0.03412154,CA,-,55,False,1,9563.76,0.0,0.087,0.087,0.03,-,-,0.0,84.7485,136.0515,0.0,0.0,220.8,9677.1,113.34,9563.76,0.0,-,01-02-2018,01/2018,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,84.42014863748967,659.5200000000004,4.4
18476,SDART0201700003,"=""17100774""",01/01/2018,01-31-2018,SC,06/2017,15454.25,72,06/2023,0.2047,1,1,-,07/2017,True,1,2,0,NISSAN,Versa,2,2016,1,11998.0,98,Bureau,565,2,2,0,0.05026,MD,-,66,False,1,15132.12,2287.74,0.2047,0.0,0.03,-,-,1149.0,250.9598,123.4402,0.0,0.0,374.4,0.0,0.0,0.0,0.0,-,10-31-2017,01/2018,4,62,SC,-,False,-,-,-,-,-,15132.12,1851.00,-,0,True,1851.00,128.8068844807468,322.1299999999992,4.1
18492,SDART0201700003,"=""17106052""",01/01/2018,01-31-2018,SC,06/2017,23565.5,72,06/2023,0.1288,1,1,-,07/2017,True,1,2,0,MERCEDES-BENZ,CLA Class,2,2014,1,24225.0,98,Bureau,626,2,2,0,0.0929064,NJ,-,66,False,1,22222.67,0.0,0.1288,0.1288,0.03,-,-,0.0,238.5104,233.0596,0.0,0.0,471.57,22528.5,305.83,22222.67,0.0,-,12-22-2017,01/2018,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,97.27760577915376,1342.8300000000017,4.7
18517,SDART0201700003,"=""17116202""",01/01/2018,01-31-2018,SC,06/2017,20876.6,72,06/2023,0.2467,1,1,-,07/2017,True,1,2,0,NISSAN,Quest,2,2014,1,21250.0,98,Bureau,-,3,2,0,0.11110344,PA,-,66,False,1,20806.56,5572.21,0.2464,0.0,0.03,-,-,637.34,411.0402,147.0998,0.0,0.0,558.14,0.0,0.0,0.0,0.0,-,08-29-2017,01/2018,4,120,SC,-,False,-,-,-,-,-,20806.56,-581.00,-,0,False,-581.00,98.24282352941177,70.03999999999724,4.8
18544,SDART0201700003,"=""17126722""",01/01/2018,01-31-2018,SC,06/2017,15602.68,72,07/2023,0.24,1,1,-,08/2017,True,2,2,0,ACURA,TSX,2,2009,1,13899.0,98,Bureau,512,2,2,0,0.10866422,MD,-,67,False,1,5221.57,507.39,0.24,0.24,0.03,-,-,0.0,300.6894,110.0806,5221.57,0.0,410.77,0.0,0.0,0.0,0.0,-,10-20-2017,01/2018,3,0,SC,-,False,-,-,-,-,-,0.00,0.00,-,0,False,-,112.2575724872293,10381.11,4.1
18545,SDART0201700003,"=""17127906""",01/01/2018,01-31-2018,SC,06/2017,20135.66,72,07/2023,0.129,1,1,-,08/2017,True,2,2,0,HONDA,Civic,1,2017,1,19494.71,98,Bureau,654,2,2,0,0.162112,NC,-,67,False,1,19593.34,0.0,0.1289,0.1289,0.03,-,-,0.0,205.1588,197.9812,0.0,0.0,403.14,20005.17,393.83,19593.34,18.0,-,01-09-2018,01/2018,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,103.28781500212109,542.3199999999997,4.5
18645,SDART0201700003,"=""17022504""",01/01/2018,01-31-2018,SC,05/2017,14986.72,60,06/2022,0.1762,1,1,-,06/2017,True,1,2,0,TOYOTA,RAV4,2,2014,3,15175.0,98,Bureau,-,2,2,1,0.08831774,DC,-,54,False,1,35.69,0.0,0.1732,0.1732,0.03,-,-,0.0,203.143,174.327,0.0,0.0,377.47,44.78,9.09,35.69,0.0,-,11-22-2017,01/2018,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,98.75927512355848,14951.029999999999,5.8
18790,SDART0201700003,"=""17065230""",01/01/2018,01-31-2018,SC,04/2017,35133.0,72,05/2023,0.1256,1,1,-,05/2017,True,1,2,0,AUDI,A4,2,2017,1,39984.35,98,Bureau,596,2,2,0,0.112,GA,-,65,False,1,32964.12,0.0,0.1231,0.1231,0.03,-,-,0.0,337.6369,359.4931,0.0,0.0,697.13,33597.81,633.69,32964.12,0.0,-,11-28-2017,01/2018,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,87.86687791598463,2168.8799999999974,4.5
18823,SDART0201700003,"=""17083507""",01/01/2018,01-31-2018,SC,06/2017,22355.1,72,06/2023,0.2111,1,1,-,07/2017,True,1,2,0,BMW,3 Series,2,2014,1,20875.0,98,Bureau,538,2,2,0,0.10035584,PA,-,66,False,1,21753.62,0.0,0.2111,0.2111,0.03,-,-,0.0,375.982,173.968,0.0,0.0,549.95,22157.63,239.04,21753.62,164.97,-,10-16-2017,01/2018,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,107.09029940119761,601.4799999999996,4.8
18847,SDART0201700003,"=""17093245""",01/01/2018,01-31-2018,SC,06/2017,34082.0,72,07/2023,0.059,1,1,-,08/2017,True,2,2,1,DODGE,Challenger,1,2017,1,31238.0,98,Bureau,623,2,2,0,0.09734483,TX,-,67,False,1,32532.09,2170.13,0.059,0.0,0.03,-,-,283.15,156.7609,406.4691,0.0,0.0,563.23,0.0,0.0,0.0,0.0,-,10-28-2017,01/2018,4,57,SC,-,False,-,-,-,-,-,32532.09,20545.00,-,0,True,20545.00,109.10429604968309,1549.9099999999999,4.0
18857,SDART0201700003,"=""17081479""",01/01/2018,01-31-2018,SC,05/2017,8019.0,72,05/2023,0.157,1,1,-,06/2017,True,1,2,0,KIA,Forte,2,2015,1,8450.0,98,Bureau,528,2,2,0,0.03805696,DE,-,65,False,1,7673.4,0.0,0.157,0.157,0.03,-,-,0.0,97.9956,74.6344,0.0,0.0,172.63,7746.02,72.62,7673.4,0.0,-,12-11-2017,01/2018,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,94.89940828402366,345.60000000000036,4.5
18940,SDART0201700003,"=""17106965""",01/01/2018,01-31-2018,SC,06/2017,36299.87,72,07/2023,0.1586,1,1,-,08/2017,True,2,2,0,AUDI,A4,2,2017,1,33600.0,98,Bureau,618,2,2,0,0.1298187,VA,-,67,False,1,34286.46,0.0,0.1586,0.1586,0.03,-,-,0.0,456.9604,327.6596,0.0,0.0,784.62,35071.65,785.19,34286.46,0.0,-,01-05-2018,01/2018,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,108.03532738095238,2013.4100000000035,3.6
18946,SDART0201700003,"=""17101520""",01/01/2018,01-31-2018,SC,06/2017,21548.13,72,07/2023,0.18,1,1,-,08/2017,True,2,2,0,KIA,Forte,1,2017,1,18099.0,98,Bureau,535,2,2,0,0.12483611,NJ,-,67,False,1,21548.13,4720.85,0.18,0.0,0.03,-,-,1665.47,308.8837,182.5863,21548.13,0.0,491.47,0.0,0.0,0.0,0.0,-,08-08-2017,01/2018,3,144,SC,-,False,-,-,-,-,-,0.00,0.00,-,0,False,-,119.05701972484668,0.0,4.7
18966,SDART0201700003,"=""17101274""",01/01/2018,01-31-2018,SC,05/2017,27100.0,48,06/2021,0.0924,1,1,-,07/2017,True,2,2,0,CHEVROLET TRUCK,Silverado 1500,2,2011,2,20575.0,98,Bureau,864,3,3,1,0.16385405,GA,-,42,False,1,24354.73,0.0,0.0924,0.0924,0.03,-,-,0.0,184.7285,492.7515,0.0,0.0,677.48,24459.55,104.82,24354.73,0.0,-,12-20-2017,01/2018,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,131.71324422843256,2745.2700000000004,4.5
19045,SDART0201700003,"=""17010489""",01/01/2018,01-31-2018,SC,05/2017,14785.63,72,06/2023,0.24,1,1,-,07/2017,True,2,2,0,KIA,Optima-4 Cyl.,2,2012,1,12899.0,98,Bureau,-,2,2,0,0.1537544,MD,-,66,False,1,0.0,3340.53,0.0,0.0,0.03,-,-,987.62,282.8587,106.4013,0.0,0.0,389.26,0.0,0.0,0.0,0.0,-,09-01-2017,12/2017,4,139,SC,-,False,-,-,-,-,-,0.00,641.58,-,0,True,-275.00,114.62617257151717,14785.63,4.1
19051,SDART0201700003,"=""17010618""",01/01/2018,01-31-2018,SC,05/2017,16137.66,72,05/2023,0.12,1,1,-,06/2017,True,1,2,0,Dodge,Grand Caravan Passenger,2,2013,1,13633.0,98,Bureau,605,2,2,0,0.158525,CA,-,65,False,1,0.0,3029.91,0.0,0.0,0.03,-,-,902.55,149.4402,166.0498,0.0,0.0,315.49,0.0,0.0,0.0,0.0,-,07-30-2017,12/2017,4,151,SC,-,False,-,-,-,-,-,0.00,8850.00,-,0,True,8850.00,118.37203843614759,16137.66,4.4
19063,SDART0201700003,"=""17011780""",01/01/2018,01-31-2018,SC,05/2017,23456.63,72,06/2023,0.0799,1,1,-,07/2017,True,2,2,0,NISSAN,Pathfinder,2,2013,3,22000.0,98,Bureau,644,2,2,0,0.05893,NJ,-,66,False,1,21964.87,0.0,0.0799,0.0799,0.03,-,-,0.0,144.955,266.205,0.0,0.0,411.16,22162.01,197.14,21964.87,0.0,-,12-08-2017,01/2018,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,106.62104545454545,1491.760000000002,4.7
19089,SDART0201700003,"=""17016058""",01/01/2018,01-31-2018,SC,05/2017,10999.99,42,12/2020,0.1187,1,1,-,07/2017,True,2,2,0,HONDA,Accord,1,2017,1,24139.84,98,Bureau,715,2,2,0,0.17067125,TX,-,36,False,1,8627.57,0.0,0.1187,0.1187,0.03,-,-,0.0,94.7769,226.5631,0.0,0.0,321.34,8874.47,246.9,8627.57,0.0,-,10-30-2017,01/2018,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,45.56778338215995,2372.42,4.0
19096,SDART0201700003,"=""17016294""",01/01/2018,01-31-2018,SC,05/2017,5452.65,36,06/2020,0.1465,1,1,-,07/2017,True,2,2,0,SUZUKI,SX4-4 Cyl.,2,2011,1,7313.0,98,Bureau,608,2,2,0,0.06487878,PA,-,30,False,1,4662.27,0.0,0.1464,0.1464,0.03,-,-,0.0,56.59,131.49,0.0,0.0,188.08,4716.29,54.02,4662.27,0.0,-,01-04-2018,01/2018,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,74.56105565431423,790.3799999999992,4.8
19118,SDART0201700003,"=""17017078""",01/01/2018,01-31-2018,SC,05/2017,13636.0,72,06/2023,0.114,1,1,-,07/2017,True,2,2,0,CHEVROLET TRUCK,Trax,1,2017,3,21475.0,98,Bureau,607,2,2,0,0.09330973,TN,-,66,False,1,12862.33,0.0,0.114,0.114,0.03,-,-,0.0,121.1197,141.2303,0.0,0.0,262.35,12998.91,136.58,12862.33,0.0,-,12-06-2017,01/2018,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,63.497089639115245,773.6700000000001,3.3
19268,SDART0201700003,"=""17031737""",01/01/2018,01-31-2018,SC,05/2017,22024.11,75,10/2023,0.1913,1,1,-,07/2017,True,2,2,0,Dodge,Journey,1,2017,3,24329.0,98,Bureau,528,2,2,0,0.15578899,AZ,-,70,False,1,22024.11,4917.67,0.191,0.0,0.03,-,-,186.8,334.4037,171.0563,0.0,0.0,505.46,0.0,0.0,0.0,0.0,-,08-24-2017,01/2018,4,120,SC,-,False,-,-,-,-,-,22024.11,0.00,-,0,False,-,90.5261621932673,0.0,4.8
19289,SDART0201700003,"=""17020427""",01/01/2018,01-31-2018,SC,06/2017,22616.46,72,06/2023,0.2123,1,1,-,07/2017,True,1,2,0,TOYOTA,RAV4,2,2014,3,19998.0,98,Bureau,533,2,2,0,0.12007466,PA,-,66,False,1,4610.43,229.7,0.2123,0.2123,0.03,-,-,0.0,381.0534,176.9166,4610.43,0.0,557.97,0.0,0.0,0.0,0.0,-,12-23-2017,01/2018,3,0,SC,-,False,-,-,-,-,-,0.00,0.00,-,0,False,-,113.09360936093609,18006.03,4.8
19312,SDART0201700003,"=""17020642""",01/01/2018,01-31-2018,SC,05/2017,40680.6,72,06/2023,0.1243,1,1,-,07/2017,True,2,2,0,Ram,2500 Crew Cab,2,2016,2,41875.0,3,Bureau,588,2,2,1,0.16017433,CA,-,66,False,1,38483.93,0.0,0.1243,0.1243,0.03,-,-,0.0,394.8645,409.5755,0.0,0.0,804.44,38772.26,288.33,38483.93,0.0,-,12-14-2017,01/2018,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,97.14770149253731,2196.6699999999983,4.4
19320,SDART0201700003,"=""17020759""",01/01/2018,01-31-2018,SC,05/2017,12549.52,60,06/2022,0.1185,1,1,-,07/2017,True,2,2,0,Nissan,Versa,1,2017,1,16359.0,98,Bureau,659,2,2,0,0.00931933,WA,-,54,False,1,171.09,0.0,0.1185,0.1185,0.03,-,-,0.0,113.7522,164.4578,0.0,0.0,278.21,187.41,16.32,171.09,0.0,-,01-01-2018,01/2018,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,76.71324653096156,12378.43,4.7
19321,SDART0201700003,"=""17041461""",01/01/2018,01-31-2018,SC,05/2017,20857.18,72,06/2023,0.1917,1,1,-,07/2017,True,2,2,0,HYUNDAI,Accent,1,2017,1,16511.0,98,Bureau,597,2,2,1,0.0967549,MD,-,66,False,1,20857.18,3891.75,0.1917,0.0,0.03,-,-,2005.02,316.2341,173.3659,0.0,0.0,489.6,0.0,0.0,0.0,0.0,-,09-22-2017,01/2018,4,144,SC,-,False,-,-,-,-,-,20857.18,8443.00,-,0,True,8443.00,126.32293622433531,0.0,4.1
19364,SDART0201700003,"=""17030718""",01/01/2018,01-31-2018,SC,05/2017,54292.02,72,05/2023,0.0811,1,1,-,06/2017,True,1,2,0,CHEVROLET TRUCK,Silverado 1500,1,2017,2,56077.24,98,Bureau,760,2,2,0,0.11404881,TX,-,65,False,1,52798.05,7401.19,0.0811,0.0,0.03,-,-,237.1,336.4864,618.3436,0.0,0.0,954.83,0.0,0.0,0.0,0.0,-,09-09-2017,01/2018,4,123,SC,-,False,-,-,-,-,-,52798.05,0.00,-,0,True,0.00,96.81649810154708,1493.969999999994,4.0
19384,SDART0201700003,"=""17040839""",01/01/2018,01-31-2018,SC,06/2017,19369.5,72,06/2023,0.197,1,1,-,07/2017,True,1,2,0,CHEVROLET,Cruze,1,2017,1,20009.52,98,Bureau,-,2,2,0,0.10368915,MD,-,66,False,1,18629.47,0.0,0.197,0.197,0.03,-,-,0.0,302.0715,158.5185,0.0,0.0,460.59,18941.16,311.69,18629.47,0.0,-,12-20-2017,01/2018,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,96.80142252287911,740.0299999999988,4.1
19452,SDART0201700003,"=""17040470""",01/01/2018,01-31-2018,SC,05/2017,14671.21,72,06/2023,0.1227,1,1,-,07/2017,True,2,2,0,CHEVROLET,Cruze,2,2015,1,11400.0,98,Bureau,808,2,2,1,0.09031104,FL,-,66,False,1,0.0,1722.0,0.0,0.0,0.03,-,-,402.0,140.5267,148.3633,0.0,0.0,288.89,0.0,0.0,0.0,0.0,-,09-26-2017,11/2017,4,93,SC,-,False,-,-,-,-,-,0.00,0.00,-,0,True,0.00,128.69482456140352,14671.21,3.9
19458,SDART0201700003,"=""17040971""",01/01/2018,01-31-2018,SC,05/2017,23331.56,72,07/2023,0.1137,1,1,-,06/2017,True,1,2,0,TOYOTA,Corolla,1,2017,1,21387.13,98,Bureau,650,2,2,0,0.089706,FL,-,67,False,1,22591.22,0.0,0.1137,0.1137,0.03,-,-,0.0,205.545,242.985,0.0,0.0,448.53,22696.77,105.55,22591.22,0.0,-,12-28-2017,01/2018,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,109.09158919406204,740.3400000000001,3.9
19498,SDART0201700003,"=""17053132""",01/01/2018,01-31-2018,SC,05/2017,13777.4,72,06/2023,0.2323,1,1,-,07/2017,True,2,2,0,HYUNDAI,Sonata,2,2016,1,12900.0,98,Bureau,-,2,2,0,0.11989667,MD,-,66,False,1,102.19,0.0,0.2323,0.2323,0.03,-,-,0.0,254.8261,101.4739,0.0,0.0,356.3,104.2,2.01,102.19,0.0,-,12-05-2017,01/2018,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,106.80155038759689,13675.21,4.1
19526,SDART0201700003,"=""17033981""",01/01/2018,01-31-2018,SC,06/2017,19630.84,72,06/2023,0.18,1,1,-,07/2017,True,1,2,0,KIA,Forte,1,2017,1,18099.0,98,Bureau,549,2,2,0,0.09637821,PA,-,66,False,1,0.0,3938.2,0.0,0.0,0.03,-,-,672.04,278.9037,168.8363,0.0,0.0,447.74,0.0,0.0,0.0,0.0,-,08-29-2017,12/2017,4,130,SC,-,False,-,-,-,-,-,0.00,2370.84,-,0,True,0.00,108.46367202607878,19630.84,4.8
19530,SDART0201700003,"=""17052168""",01/01/2018,01-31-2018,SC,06/2017,28576.1,72,06/2023,0.0923,1,1,-,07/2017,True,1,2,0,CHRYSLER,300,2,2014,1,23425.0,98,Bureau,754,2,2,1,0.11071277,MI,-,66,False,1,26842.03,0.0,0.0923,0.0923,0.03,-,-,0.0,204.558,313.812,0.0,0.0,518.37,27058.82,216.79,26842.03,0.0,-,01-12-2018,01/2018,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,121.98975453575241,1734.0699999999997,4.7
19619,SDART0201700003,"=""17054119""",01/01/2018,01-31-2018,SC,05/2017,19818.19,60,05/2022,0.1757,1,1,-,06/2017,True,1,2,0,JEEP,Cherokee-V6,2,2015,3,18200.0,98,Bureau,587,2,2,0,0.12831446,PA,-,53,False,1,18226.89,0.0,0.1586,0.1586,0.03,-,-,0.0,267.846,230.784,0.0,0.0,498.63,18416.97,190.08,18226.89,0.0,-,12-24-2017,01/2018,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,108.89115384615384,1591.2999999999993,4.8
19692,SDART0201700003,"=""17055219""",01/01/2018,01-31-2018,SC,06/2017,15850.58,72,06/2023,0.0865,1,1,-,07/2017,True,1,2,0,CHEVROLET,Impala,2,2014,1,17050.0,98,Bureau,523,2,2,0,0.08874063,WI,-,66,False,1,14874.08,0.0,0.0865,0.0865,0.03,-,-,0.0,106.2044,176.7656,0.0,0.0,282.97,15035.6,161.52,14874.08,0.0,-,01-16-2018,01/2018,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,92.96527859237537,976.5,3.1
19726,SDART0201700003,"=""17046499""",01/01/2018,01-31-2018,SC,06/2017,29898.43,75,09/2023,0.1671,1,1,-,07/2017,True,1,2,0,CHRYSLER,Pacifica,1,2017,1,31201.0,98,Bureau,585,2,2,1,0.05550598,TX,-,69,False,1,29898.43,5886.42,0.1671,0.0,0.03,-,-,405.0,394.8345,250.1055,0.0,0.0,644.94,0.0,0.0,0.0,0.0,-,09-09-2017,01/2018,4,130,SC,-,False,-,-,-,-,-,29898.43,-385.00,-,0,True,-385.00,95.82522996057818,0.0,4.0
19883,SDART0201700003,"=""17060847""",01/01/2018,01-31-2018,SC,05/2017,16393.88,72,05/2023,0.1742,1,1,-,06/2017,True,1,2,0,TOYOTA,Corolla,2,2016,1,12900.0,98,Bureau,613,2,2,1,0.04232839,MA,-,65,False,1,15580.1,0.0,0.1742,0.1742,0.03,-,-,0.0,223.0764,145.4736,0.0,0.0,368.55,15751.13,171.03,15580.1,0.0,-,12-27-2017,01/2018,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,127.08434108527133,813.7800000000007,3.5
19889,SDART0201700003,"=""17077309""",01/01/2018,01-31-2018,SC,06/2017,33448.93,72,06/2023,0.1176,1,1,-,07/2017,True,1,2,0,Dodge,Charger,2,2012,1,28998.0,98,Bureau,616,2,2,1,0.06246316,CA,-,66,False,1,31360.91,0.0,0.1176,0.1176,0.03,-,-,0.0,306.8396,342.9304,0.0,0.0,649.77,31633.72,272.81,31360.91,0.0,-,12-28-2017,01/2018,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,115.34909304089938,2088.0200000000004,4.4
19900,SDART0201700003,"=""17064836""",01/01/2018,01-31-2018,SC,06/2017,26671.07,72,06/2023,0.0319,1,1,-,07/2017,True,1,2,0,JEEP,Grand Cherokee-V6,2,2014,3,26725.0,98,Bureau,787,2,1,0,0.02445,NY,-,66,False,1,24627.34,0.0,0.0319,0.0319,0.03,-,-,0.0,65.4956,342.0044,0.0,0.0,407.5,24691.91,64.57,24627.34,0.0,-,12-14-2017,01/2018,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,99.79820392890552,2043.7299999999996,4.7
19920,SDART0201700003,"=""17065058""",01/01/2018,01-31-2018,SC,06/2017,31386.91,72,06/2023,0.1273,1,1,-,07/2017,True,1,2,0,FORD TRUCK,Explorer-V6,2,2014,3,24575.0,98,Bureau,797,2,2,1,0.12679839,PA,-,66,False,1,28602.12,0.0,0.1271,0.1271,0.03,-,-,0.0,312.1808,313.4192,0.0,0.0,625.6,29098.77,496.65,28602.12,0.0,-,01-18-2018,01/2018,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,127.71886063072229,2784.790000000001,4.8
19933,SDART0201700003,"=""17081818""",01/01/2018,01-31-2018,SC,06/2017,16048.31,72,06/2023,0.1934,1,1,-,07/2017,True,1,2,0,HYUNDAI,Elantra,2,2017,1,13525.0,98,Bureau,599,2,2,1,0.05403714,MA,-,66,False,1,15396.69,0.0,0.1934,0.1934,0.03,-,-,0.0,246.6116,131.6784,0.0,0.0,378.29,15521.38,124.69,15396.69,0.0,-,01-05-2018,01/2018,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,118.6566358595194,651.619999999999,3.5
20026,SDART0201700003,"=""17070992""",01/01/2018,01-31-2018,SC,06/2017,38866.15,75,09/2023,0.18,1,1,-,07/2017,True,1,2,0,CHRYSLER,300,1,2017,1,34799.0,98,Bureau,617,2,1,1,0.07277,PA,-,69,False,1,38557.18,8300.77,0.18,0.0,0.03,-,-,457.38,554.1488,312.5912,0.0,0.0,866.74,0.0,0.0,0.0,0.0,-,08-24-2017,01/2018,4,125,SC,-,False,-,-,-,-,-,38557.18,-405.00,-,0,True,-405.00,111.68754849277278,308.97000000000116,4.8
20055,SDART0201700003,"=""17072042""",01/01/2018,01-31-2018,SC,05/2017,10767.0,72,06/2023,0.2697,1,1,-,07/2017,True,2,2,0,KIA,Optima,2,2013,1,9600.0,98,Bureau,532,2,1,0,0.0744631,DE,-,66,False,1,10750.11,3015.03,0.2643,0.0,0.03,-,-,927.95,232.4817,70.6983,0.0,0.0,303.18,0.0,0.0,0.0,0.0,-,08-10-2017,01/2018,4,140,SC,-,False,-,-,-,-,-,10750.11,6902.00,-,0,True,6902.00,112.15625,16.889999999999418,4.5
