,assetTypeNumber,assetNumber,reportingPeriodBeginningDate,reportingPeriodEndingDate,originatorName,originationDate,originalLoanAmount,originalLoanTerm,loanMaturityDate,originalInterestRatePercentage,interestCalculationTypeCode,originalInterestRateTypeCode,originalInterestOnlyTermNumber,originalFirstPaymentDate,underwritingIndicator,gracePeriodNumber,paymentTypeCode,subvented,vehicleManufacturerName,vehicleModelName,vehicleNewUsedCode,vehicleModelYear,vehicleTypeCode,vehicleValueAmount,vehicleValueSourceCode,obligorCreditScoreType,obligorCreditScore,obligorIncomeVerificationLevelCode,obligorEmploymentVerificationCode,coObligorIndicator,paymentToIncomePercentage,obligorGeographicLocation,assetAddedIndicator,remainingTermToMaturityNumber,reportingPeriodModificationIndicator,servicingAdvanceMethodCode,reportingPeriodBeginningLoanBalanceAmount,nextReportingPeriodPaymentAmountDue,reportingPeriodInterestRatePercentage,nextInterestRatePercentage,servicingFeePercentage,servicingFlatFeeAmount,otherServicerFeeRetainedByServicer,otherAssessedUncollectedServicerFeeAmount,scheduledInterestAmount,scheduledPrincipalAmount,otherPrincipalAdjustmentAmount,reportingPeriodActualEndBalanceAmount,reportingPeriodScheduledPaymentAmount,totalActualAmountPaid,actualInterestCollectedAmount,actualPrincipalCollectedAmount,actualOtherCollectedAmount,servicerAdvancedAmount,interestPaidThroughDate,zeroBalanceEffectiveDate,zeroBalanceCode,currentDelinquencyStatus,primaryLoanServicerName,mostRecentServicingTransferReceivedDate,assetSubjectDemandIndicator,assetSubjectDemandStatusCode,repurchaseAmount,DemandResolutionDate,repurchaserName,repurchaseReplacementReasonCode,chargedoffPrincipalAmount,recoveredAmount,modificationTypeCode,paymentExtendedNumber,repossessedIndicator,repossessedProceedsAmount,LTV,loanDiff,StateUnemployment
65235,DRIVE0201700003,"=""17436883""",01/01/2018,01-31-2018,SC,09/2017,13265.56,72,10/2023,0.18,1,1,-,10/2017,True,1,2,0,VOLKSWAGEN,Passat,2,2015,1,11325.0,98,Bureau,532,2,2,1,0.06212731,TX,-,70,False,1,13265.56,1942.41,0.18,0.0,0.04,-,-,591.12,194.2535,108.3065,13265.56,0.0,302.56,0.0,0.0,0.0,0.0,-,-,01/2018,3,87,SC,-,False,-,-,-,-,-,0.00,0.00,-,0,False,-,117.13518763796908,0.0,4.0
65337,DRIVE0201700003,"=""17441810""",01/01/2018,01-31-2018,SC,09/2017,8975.0,60,09/2022,0.2322,1,1,-,10/2017,True,1,2,0,FORD,Focus,2,2014,1,7050.0,98,Bureau,-,2,2,0,0.08552333,GA,-,57,False,1,8656.11,0.0,0.2322,0.2322,0.04,-,-,0.0,168.0949,86.0551,0.0,0.0,254.15,8799.28,143.17,8656.11,0.0,-,12-07-2017,01/2018,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,127.30496453900709,318.8899999999994,4.5
65340,DRIVE0201700003,"=""17412714""",01/01/2018,01-31-2018,SC,09/2017,17131.88,72,09/2023,0.2112,1,1,-,10/2017,True,1,2,0,JEEP,Patriot-4 Cyl.,2,2012,3,14899.0,98,Bureau,553,2,2,1,0.08818144,MD,-,69,False,1,17131.88,3489.95,0.2112,0.0,0.04,-,-,762.94,294.1017,127.4483,0.0,0.0,421.55,0.0,0.0,0.0,0.0,-,-,01/2018,4,92,SC,-,False,-,-,-,-,-,17131.88,9522.00,-,0,True,9522.00,114.98677763608296,0.0,4.1
65426,DRIVE0201700003,"=""17440788""",01/01/2018,01-31-2018,SC,09/2017,28768.44,72,09/2023,0.18,1,1,-,10/2017,True,1,2,0,NISSAN,Altima,1,2017,1,23678.0,98,Bureau,565,2,2,0,0.11929818,TX,-,69,False,1,9335.53,803.04,0.18,0.18,0.04,-,-,0.0,421.2634,234.8766,9335.53,0.0,656.14,0.0,0.0,0.0,0.0,-,11-15-2017,01/2018,3,7,SC,-,False,-,-,-,-,-,0.00,0.00,-,0,False,-,121.49860630120786,19432.909999999996,4.0
65457,DRIVE0201700003,"=""17413669""",01/01/2018,01-31-2018,SC,09/2017,10627.1,72,09/2023,0.1204,1,1,-,10/2017,True,1,2,0,TOYOTA,Corolla,2,2014,1,9725.0,98,Bureau,777,2,2,1,0.02443087,OH,-,69,False,1,10312.01,0.0,0.1204,0.1204,0.04,-,-,0.0,103.5421,104.4379,0.0,0.0,207.98,10356.36,44.35,10312.01,0.0,-,12-13-2017,01/2018,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,109.27609254498716,315.09000000000015,4.7
65510,DRIVE0201700003,"=""17416137""",01/01/2018,01-31-2018,SC,09/2017,11316.47,72,10/2023,0.1634,1,1,-,10/2017,True,1,2,0,NISSAN,Rogue-4 Cyl.,2,2012,3,10425.0,98,Bureau,608,2,2,0,0.1391216,FL,-,70,False,1,11135.9,0.0,0.1634,0.1634,0.04,-,-,0.0,149.5688,98.0312,0.0,0.0,247.6,11562.29,426.39,11135.9,0.0,-,01-02-2018,01/2018,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,108.55127098321343,180.5699999999997,3.9
65625,DRIVE0201700003,"=""17362812""",01/01/2018,01-31-2018,SC,08/2017,17905.01,72,09/2023,0.2452,1,1,-,10/2017,True,2,2,0,Mitsubishi,Mirage G4,1,2017,1,16034.31,98,Bureau,426,3,3,0,0.15561268,AZ,-,69,False,1,17905.01,3434.78,0.2452,0.0,0.04,-,-,865.68,357.7139,119.3361,17905.01,0.0,477.05,0.0,0.0,0.0,0.0,-,09-27-2017,01/2018,3,89,SC,-,False,-,-,-,-,-,0.00,0.00,-,0,False,-,111.66685688376985,0.0,4.8
65650,DRIVE0201700003,"=""17362950""",01/01/2018,01-31-2018,SC,08/2017,20195.64,72,09/2023,0.18,1,1,-,10/2017,True,2,2,0,SUBARU,Impreza-4 Cyl.,1,2017,1,21906.0,98,Bureau,561,2,2,0,0.15467333,NC,-,69,False,1,20195.64,3696.69,0.18,0.0,0.04,-,-,595.0,294.5161,166.1039,20195.64,0.0,460.62,0.0,0.0,0.0,0.0,-,-,01/2018,3,107,SC,-,False,-,-,-,-,-,0.00,0.00,-,0,False,-,92.1922760887428,0.0,4.5
65672,DRIVE0201700003,"=""17363030""",01/01/2018,01-31-2018,SC,08/2017,19616.0,72,09/2023,0.1978,1,1,-,10/2017,True,2,2,0,HONDA,Accord,2,2014,1,14025.0,98,Bureau,614,2,2,1,0.0807789,NC,-,69,True,1,3048.5,222.6,0.1971,0.1971,0.04,-,-,0.0,314.8507,152.5093,3048.5,0.0,467.36,0.0,0.0,0.0,0.0,-,11-05-2017,01/2018,3,0,SC,-,False,-,-,-,-,-,0.00,0.00,98,0,False,-,139.86452762923352,16567.5,4.5
65707,DRIVE0201700003,"=""17363115""",01/01/2018,01-31-2018,SC,08/2017,9935.89,48,09/2021,0.2112,1,1,-,10/2017,True,2,2,0,SATURN,Outlook-V6,2,2007,3,9998.0,98,Bureau,550,2,2,0,0.10788415,AL,-,45,False,1,9605.6,0.0,0.2112,0.2112,0.04,-,-,0.0,166.4589,141.8511,0.0,0.0,308.31,9794.58,188.98,9605.6,0.0,-,12-15-2017,01/2018,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,99.37877575515103,330.28999999999905,3.7
65814,DRIVE0201700003,"=""17363322""",01/01/2018,01-31-2018,SC,08/2017,14899.0,72,09/2023,0.1773,1,1,-,10/2017,True,2,2,0,FIAT,500X,2,2016,3,12050.0,98,Bureau,639,2,2,1,0.10304242,TN,-,69,False,1,14643.38,0.0,0.1773,0.1773,0.04,-,-,0.0,213.9406,123.5994,0.0,0.0,337.54,14967.26,323.88,14643.38,0.0,-,01-19-2018,01/2018,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,123.64315352697095,255.6200000000008,3.3
65848,DRIVE0201700003,"=""17362231""",01/01/2018,01-31-2018,SC,08/2017,35113.5,72,08/2023,0.1864,1,1,-,09/2017,True,1,2,0,FORD TRUCK,F150,2,2016,2,33700.0,98,Bureau,654,2,2,1,0.05811571,KY,-,68,False,1,33774.72,0.0,0.1864,0.1864,0.04,-,-,0.0,528.3755,285.2445,0.0,0.0,813.62,34537.36,762.64,33774.72,0.0,-,12-12-2017,01/2018,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,104.19436201780417,1338.7799999999988,4.3
65897,DRIVE0201700003,"=""17380432""",01/01/2018,01-31-2018,SC,08/2017,14417.91,72,08/2023,0.2061,1,1,-,09/2017,True,1,2,0,FORD,Fusion,2,2014,1,11525.0,98,Bureau,526,2,2,0,0.11776,TX,-,68,False,1,14417.91,3420.67,0.2061,0.0,0.04,-,-,335.98,239.4981,110.9719,14417.91,0.0,350.47,0.0,0.0,0.0,0.0,-,-,01/2018,3,122,SC,-,False,-,-,-,-,-,0.00,0.00,-,0,False,-,125.10117136659436,0.0,4.0
65912,DRIVE0201700003,"=""17380480""",01/01/2018,01-31-2018,SC,08/2017,11773.0,60,09/2022,0.233,1,1,-,10/2017,True,2,2,0,BMW,3 Series,2,2011,1,11525.0,98,Bureau,534,2,2,1,0.03159888,KY,-,57,False,1,11773.0,2775.27,0.2252,0.0,0.04,-,-,679.66,221.2554,112.6646,11773.0,0.0,333.92,0.0,0.0,0.0,0.0,-,-,01/2018,3,113,SC,-,False,-,-,-,-,-,0.00,0.00,-,0,False,-,102.15184381778741,0.0,4.3
66072,DRIVE0201700003,"=""17364179""",01/01/2018,01-31-2018,SC,08/2017,28569.51,72,09/2023,0.21,1,1,-,10/2017,True,2,2,0,CHEVROLET TRUCK,Silverado 1500,2,2015,2,25050.0,98,Bureau,581,2,2,0,0.15078482,OK,-,69,False,1,28569.51,6014.0,0.21,0.0,0.04,-,-,406.05,487.3988,213.5812,28569.51,0.0,700.98,0.0,0.0,0.0,0.0,-,-,01/2018,3,112,SC,-,False,-,-,-,-,-,0.00,0.00,-,0,False,-,114.04994011976046,0.0,4.1
66110,DRIVE0201700003,"=""17380982""",01/01/2018,01-31-2018,SC,08/2017,13893.0,72,09/2023,0.2344,1,1,-,10/2017,True,2,2,0,MITSUBISHI,Mirage G4,1,2017,1,16034.31,98,Bureau,468,2,2,0,0.1402,GA,-,69,False,1,4785.42,330.92,0.2344,0.2344,0.04,-,-,0.0,265.1049,95.9451,4785.42,0.0,361.05,0.0,0.0,0.0,0.0,-,12-01-2017,01/2018,3,0,SC,-,False,-,-,-,-,-,0.00,0.00,-,0,False,-,86.64544966387703,9107.58,4.5
66141,DRIVE0201700003,"=""17364274""",01/01/2018,01-31-2018,SC,08/2017,15734.5,72,09/2023,0.2772,1,1,-,10/2017,True,2,2,0,LEXUS,IS-V6,2,2008,1,13998.0,98,Bureau,529,2,2,0,0.13019429,GA,-,69,False,1,1784.79,271.72,0.2772,0.2772,0.04,-,-,0.0,356.2233,94.2567,1784.79,0.0,450.48,0.0,0.0,0.0,0.0,-,10-04-2017,01/2018,3,9,SC,-,False,-,-,-,-,-,0.00,0.00,-,0,False,-,112.40534362051721,13949.71,4.5
66171,DRIVE0201700003,"=""17363404""",01/01/2018,01-31-2018,SC,08/2017,33136.0,72,08/2023,0.1875,1,1,-,09/2017,True,1,2,0,Ford,F150 SuperCrew Cab,2,2015,2,30900.0,3,Bureau,651,2,2,1,0.096935,OR,-,68,False,1,33136.0,7697.03,0.1867,0.0,0.04,-,-,112.42,499.6705,270.2095,33136.0,0.0,769.88,0.0,0.0,0.0,0.0,-,-,01/2018,3,131,SC,-,False,-,-,-,-,-,0.00,0.00,-,0,False,-,107.23624595469256,0.0,4.1
66176,DRIVE0201700003,"=""17364294""",01/01/2018,01-31-2018,SC,08/2017,16329.32,72,09/2023,0.196,1,1,-,10/2017,True,2,2,0,KIA,Forte,2,2014,1,12599.0,98,Bureau,568,2,2,0,0.19803245,OH,-,69,False,1,16329.32,2693.4,0.196,0.0,0.04,-,-,684.04,259.6727,127.6873,0.0,0.0,387.36,0.0,0.0,0.0,0.0,-,10-05-2017,01/2018,4,105,SC,-,False,-,-,-,-,-,16329.32,8625.00,-,0,True,8625.00,129.60806413207396,0.0,4.7
66196,DRIVE0201700003,"=""17381099""",01/01/2018,01-31-2018,SC,07/2017,21344.5,72,07/2023,0.2172,1,1,-,08/2017,True,1,2,0,FORD,Fusion,2,2017,1,16475.0,98,Bureau,507,3,3,0,0.13951564,MO,-,67,False,1,21031.07,3552.43,0.2172,0.0,0.04,-,-,323.0,372.5933,160.1667,0.0,0.0,532.76,0.0,0.0,0.0,0.0,-,10-11-2017,01/2018,4,114,SC,-,False,-,-,-,-,-,21031.07,13727.00,-,0,True,13727.00,129.55690440060698,313.4300000000003,3.7
66400,DRIVE0201700003,"=""17363667""",01/01/2018,01-31-2018,SC,08/2017,6383.91,72,09/2023,0.2656,1,1,-,10/2017,True,2,2,0,NISSAN,Versa-4 Cyl.,2,2012,1,6000.0,98,Bureau,489,2,2,0,0.08185,SC,-,69,False,1,6383.91,1606.96,0.2656,0.0,0.04,-,-,772.0,138.3724,39.7576,6383.91,0.0,178.13,0.0,0.0,0.0,0.0,-,-,01/2018,3,115,SC,-,False,-,-,-,-,-,0.00,0.00,-,0,False,-,106.3985,0.0,4.3
66468,DRIVE0201700003,"=""17363815""",01/01/2018,01-31-2018,SC,08/2017,19239.01,72,08/2023,0.2466,1,1,-,09/2017,True,1,2,0,NISSAN,Altima,2,2016,1,17450.0,98,Bureau,428,3,3,0,0.1119198,TN,-,68,False,1,7718.78,768.26,0.2466,0.2466,0.04,-,-,0.0,384.4034,129.8366,7718.78,0.0,514.24,0.0,0.0,0.0,0.0,-,10-20-2017,01/2018,3,0,SC,-,False,-,-,-,-,-,0.00,0.00,-,0,False,-,110.25220630372492,11520.23,3.3
66527,DRIVE0201700003,"=""17390960""",01/01/2018,01-31-2018,SC,09/2017,14955.78,72,09/2023,0.1791,1,1,-,10/2017,True,1,2,0,CHEVROLET,Spark,1,2017,1,14622.5,98,Bureau,722,2,1,1,0.09983984,VA,-,69,False,1,14955.78,2787.34,0.179,0.0,0.04,-,-,698.0,216.9936,123.3564,0.0,0.0,340.35,0.0,0.0,0.0,0.0,-,-,01/2018,4,99,SC,-,False,-,-,-,-,-,14955.78,7632.00,-,0,True,7632.00,102.27922721832792,0.0,3.6
66582,DRIVE0201700003,"=""17379798""",01/01/2018,01-31-2018,SC,08/2017,12125.0,60,09/2022,0.1979,1,1,-,10/2017,True,2,2,0,TOYOTA,Camry,2,2014,1,10575.0,98,Bureau,-,2,2,1,0.0658,SC,-,57,False,1,12078.69,1432.13,0.1979,0.0,0.04,-,-,343.07,192.9076,126.9124,0.0,0.0,319.82,0.0,0.0,0.0,0.0,-,11-21-2017,01/2018,4,55,SC,-,False,-,-,-,-,-,12078.69,9373.05,-,0,True,9373.05,114.65721040189125,46.30999999999949,4.3
66685,DRIVE0201700003,"=""17391461""",01/01/2018,01-31-2018,SC,08/2017,7383.61,72,09/2023,0.2524,1,1,-,10/2017,True,2,2,0,HYUNDAI,Accent,2,2015,1,7625.0,98,Bureau,483,3,3,1,0.08292981,VA,-,69,False,1,7383.61,1795.65,0.2524,0.0,0.04,-,-,683.3,151.9193,48.0607,7383.61,0.0,199.98,0.0,0.0,0.0,0.0,-,-,01/2018,3,110,SC,-,False,-,-,-,-,-,0.00,0.00,-,0,False,-,96.83422950819671,0.0,3.6
66799,DRIVE0201700003,"=""17379206""",01/01/2018,01-31-2018,SC,09/2017,13848.5,48,09/2021,0.2441,1,1,-,10/2017,True,1,2,0,CHEVROLET TRUCK,G1500 Van,2,2014,1,12650.0,98,Bureau,549,2,2,1,0.09962899,MO,-,45,False,1,13848.5,3654.06,0.2441,0.0,0.04,-,-,703.9,269.0892,185.5408,13848.5,0.0,454.63,0.0,0.0,0.0,0.0,-,-,01/2018,3,103,SC,-,False,-,-,-,-,-,0.00,0.00,-,0,False,-,109.47430830039526,0.0,3.7
66847,DRIVE0201700003,"=""17379227""",01/01/2018,01-31-2018,SC,08/2017,11966.0,72,09/2023,0.2432,1,1,-,10/2017,True,2,2,0,KIA,Forte,2,2016,1,10800.0,98,Bureau,530,2,2,0,0.08965315,IN,-,69,False,1,11966.0,0.0,0.2432,0.2432,0.04,-,-,0.0,237.082,80.278,2135.36,0.0,317.36,0.0,0.0,9830.64,0.0,-,-,01/2018,3,0,SC,-,False,-,-,-,-,-,0.00,0.00,-,0,False,-,110.7962962962963,0.0,3.3
66862,DRIVE0201700003,"=""17370988""",01/01/2018,01-31-2018,SC,08/2017,5010.66,72,09/2023,0.2157,1,1,-,10/2017,True,2,2,0,CHEVROLET,Cruze-4 Cyl.,2,2011,1,5900.0,98,Bureau,-,2,2,0,0.07396471,FL,-,69,False,1,4943.44,0.0,0.2157,0.2157,0.04,-,-,0.0,87.8399,36.7801,0.0,0.0,124.62,5022.31,78.87,4943.44,0.0,-,12-09-2017,01/2018,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,84.9264406779661,67.22000000000025,3.9
66903,DRIVE0201700003,"=""17379333""",01/01/2018,01-31-2018,SC,08/2017,9010.49,72,08/2023,0.2079,1,1,-,09/2017,True,1,2,0,NISSAN,Versa,2,2015,1,6675.0,98,Bureau,601,2,2,0,0.07923214,MO,-,68,False,1,9010.49,2197.91,0.2078,0.0,0.04,-,-,44.36,150.978,68.992,9010.49,0.0,219.97,0.0,0.0,0.0,0.0,-,-,01/2018,3,120,SC,-,False,-,-,-,-,-,0.00,0.00,-,0,False,-,134.98861423220973,0.0,3.7
67044,DRIVE0201700003,"=""17379866""",01/01/2018,01-31-2018,SC,08/2017,11872.84,60,08/2022,0.2471,1,1,-,09/2017,True,1,2,0,BUICK,Lacrosse,2,2010,1,9125.0,98,Bureau,548,2,2,0,0.0866175,NJ,-,56,False,1,0.0,0.0,0.2327,0.2327,0.04,-,-,0.0,235.8196,110.6504,0.0,0.0,346.47,370.0,0.0,0.0,370.0,-,12-28-2017,12/2017,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-370.00,130.11331506849316,11872.84,4.7
67102,DRIVE0201700003,"=""17379984""",01/01/2018,01-31-2018,SC,08/2017,26394.91,75,12/2023,0.2464,1,1,-,10/2017,True,2,2,0,Jeep,Renegade,1,2017,3,27508.0,98,Bureau,495,2,2,0,0.11110476,NV,-,72,False,1,26394.91,6098.17,0.2464,0.0,0.04,-,-,965.0,530.84,162.0,26394.91,0.0,692.84,0.0,0.0,0.0,0.0,-,08-27-2017,01/2018,3,110,SC,-,False,-,-,-,-,-,0.00,0.00,-,0,False,-,95.9535771411953,0.0,4.9
67225,DRIVE0201700003,"=""17389346""",01/01/2018,01-31-2018,SC,09/2017,24866.94,48,09/2021,0.1911,1,1,-,10/2017,True,1,2,0,GMC,Sierra 1500 Crew Cab,2,2012,2,20574.0,98,Bureau,607,2,2,0,0.14438654,CA,-,45,False,1,24688.21,0.0,0.1907,0.1907,0.04,-,-,0.0,376.1998,368.7702,0.0,0.0,744.97,25654.43,928.71,24688.21,37.51,-,10-21-2017,01/2018,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,120.86585010207057,178.72999999999956,4.4
67228,DRIVE0201700003,"=""17371341""",01/01/2018,01-31-2018,SC,09/2017,17386.9,72,09/2023,0.21,1,1,-,10/2017,True,1,2,0,NISSAN,Altima,2,2015,1,15599.0,98,Bureau,458,2,2,1,0.10823441,MS,-,69,False,1,17386.9,3641.54,0.21,0.0,0.04,-,-,312.0,296.6019,129.9981,17386.9,0.0,426.6,0.0,0.0,0.0,0.0,-,-,01/2018,3,104,SC,-,False,-,-,-,-,-,0.00,0.00,-,0,False,-,111.46163215590744,0.0,4.6
67229,DRIVE0201700003,"=""17371342""",01/01/2018,01-31-2018,SC,09/2017,21847.32,72,09/2023,0.2,1,1,-,10/2017,True,1,2,0,MERCEDES-BENZ,C Class,2,2012,1,18998.0,98,Bureau,517,2,1,0,0.09443182,MA,-,69,False,1,21345.49,1396.59,0.2,0.0,0.04,-,-,878.0,356.0328,167.2772,0.0,0.0,523.31,0.0,0.0,0.0,0.0,-,12-18-2017,01/2018,4,26,SC,-,False,-,-,-,-,-,21345.49,10307.00,-,0,True,10307.00,114.99799978945151,501.8299999999981,3.5
67234,DRIVE0201700003,"=""17380075""",01/01/2018,01-31-2018,SC,08/2017,22758.9,72,09/2023,0.1689,1,1,-,10/2017,True,2,2,0,NISSAN,Quest,2,2015,1,25775.0,98,Bureau,614,2,1,1,0.04778195,OK,-,69,False,1,22758.9,4063.42,0.1689,0.0,0.04,-,-,943.84,311.0926,193.8074,22758.9,0.0,504.9,0.0,0.0,0.0,0.0,-,-,01/2018,3,105,SC,-,False,-,-,-,-,-,0.00,0.00,-,0,False,-,88.29835111542192,0.0,4.1
67324,DRIVE0201700003,"=""17380145""",01/01/2018,01-31-2018,SC,09/2017,24499.35,72,09/2023,0.1636,1,1,-,10/2017,True,1,2,0,NISSAN,Altima,1,2017,1,31937.0,98,Bureau,-,2,2,0,0.07661429,TX,-,69,False,1,23870.6,0.0,0.1636,0.1636,0.04,-,-,0.0,325.6183,210.6817,0.0,0.0,536.3,24330.66,460.06,23870.6,0.0,-,12-01-2017,01/2018,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,76.71149450480634,628.75,4.0
67426,DRIVE0201700003,"=""17371534""",01/01/2018,01-31-2018,SC,09/2017,18502.0,72,09/2023,0.24,1,1,-,10/2017,True,1,2,0,KIA,Soul,1,2017,1,18698.0,98,Bureau,558,2,2,0,0.1229675,MD,-,69,True,1,3896.73,293.38,0.24,0.24,0.04,-,-,0.0,361.6593,125.4407,3896.73,0.0,487.1,0.0,0.0,0.0,0.0,-,11-21-2017,01/2018,3,0,SC,-,False,-,-,-,-,-,0.00,0.00,98,0,False,-,98.95175954647556,14605.27,4.1
67482,DRIVE0201700003,"=""17395133""",01/01/2018,01-31-2018,SC,08/2017,12699.0,72,09/2023,0.2241,1,1,-,10/2017,True,2,2,0,KIA,Rio,1,2017,1,14941.0,98,Bureau,507,3,3,0,0.17001963,HI,-,69,False,1,12699.0,2806.68,0.2241,0.0,0.04,-,-,734.46,231.5697,90.6003,12699.0,0.0,322.17,0.0,0.0,0.0,0.0,-,-,01/2018,3,109,SC,-,False,-,-,-,-,-,0.00,0.00,-,0,False,-,84.99431095642862,0.0,2.1
67496,DRIVE0201700003,"=""17395147""",01/01/2018,01-31-2018,SC,09/2017,14997.84,72,09/2023,0.2799,1,1,-,10/2017,True,1,2,0,Ford,Fusion,2,2010,1,11599.0,98,Bureau,479,2,1,1,0.16184444,NV,-,69,False,1,14997.84,3856.23,0.2799,0.0,0.04,-,-,743.0,342.9125,89.0275,0.0,0.0,431.94,0.0,0.0,0.0,0.0,-,-,01/2018,4,97,SC,-,False,-,-,-,-,-,14997.84,4412.00,-,0,True,4412.00,129.30287093714975,0.0,4.9
67527,DRIVE0201700003,"=""17395211""",01/01/2018,01-31-2018,SC,08/2017,15153.76,72,09/2023,0.1837,1,1,-,10/2017,True,2,2,0,TOYOTA,Prius,2,2014,1,11975.0,98,Bureau,626,2,2,1,0.07100404,VT,-,69,False,1,14896.85,0.0,0.1837,0.1837,0.04,-,-,0.0,225.5946,123.2054,0.0,0.0,348.8,15225.96,329.11,14896.85,0.0,-,01-13-2018,01/2018,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,126.54496868475992,256.90999999999985,2.9
67559,DRIVE0201700003,"=""17368837""",01/01/2018,01-31-2018,SC,08/2017,18413.18,72,08/2023,0.2116,1,1,-,09/2017,True,1,2,0,FORD,Fusion,2,2014,1,15150.0,98,Bureau,535,3,3,1,0.12357031,VA,-,68,False,1,18413.18,3595.15,0.2078,0.0,0.04,-,-,707.45,314.1645,139.3555,0.0,0.0,453.52,0.0,0.0,0.0,0.0,-,09-27-2017,01/2018,4,92,SC,-,False,-,-,-,-,-,18413.18,7560.50,-,0,True,7560.50,121.53914191419142,0.0,3.6
67637,DRIVE0201700003,"=""17394701""",01/01/2018,01-31-2018,SC,09/2017,15306.0,72,09/2023,0.21,1,1,-,10/2017,True,1,2,0,NISSAN,Rogue,2,2013,3,11775.0,98,Bureau,536,2,2,0,0.110125,OK,-,69,False,1,15306.0,0.0,0.21,0.21,0.04,-,-,0.0,261.1122,114.4378,1802.05,0.0,375.55,13503.95,0.0,13503.95,0.0,-,-,01/2018,3,0,SC,-,False,-,-,-,-,-,0.00,0.00,-,0,False,-,129.98726114649682,0.0,4.1
67666,DRIVE0201700003,"=""17368876""",01/01/2018,01-31-2018,SC,09/2017,19142.89,72,09/2023,0.2799,1,1,-,10/2017,True,1,2,0,DODGE,Challenger-V6,2,2010,1,15998.0,98,Bureau,593,2,2,0,0.15143904,AL,-,69,False,1,19142.89,4046.4,0.2799,0.0,0.04,-,-,640.38,437.6876,113.6324,19142.89,0.0,551.32,0.0,0.0,0.0,0.0,-,09-30-2017,01/2018,3,104,SC,-,False,-,-,-,-,-,0.00,0.00,-,0,False,-,119.65801975246906,0.0,3.7
67850,DRIVE0201700003,"=""17369086""",01/01/2018,01-31-2018,SC,08/2017,7481.5,72,08/2023,0.2799,1,1,-,09/2017,True,1,2,0,NISSAN,Versa,2,2015,1,7125.0,98,Bureau,551,3,3,0,0.10546126,GA,-,68,False,1,7481.5,2216.5,0.2799,0.0,0.04,-,-,43.08,170.5476,44.9224,7481.5,0.0,215.47,0.0,0.0,0.0,0.0,-,-,01/2018,3,127,SC,-,False,-,-,-,-,-,0.00,0.00,-,0,False,-,105.00350877192983,0.0,4.5
68081,DRIVE0201700003,"=""17384139""",01/01/2018,01-31-2018,SC,09/2017,33941.34,72,09/2023,0.1746,1,1,-,10/2017,True,1,2,0,JEEP,Wrangler,1,2017,3,33117.0,98,Bureau,527,2,1,0,0.0773955,TX,-,69,False,1,33461.09,0.0,0.1746,0.1746,0.04,-,-,0.0,479.8374,283.9626,0.0,0.0,763.8,34005.3,544.21,33461.09,0.0,-,12-27-2017,01/2018,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,102.48917474408911,480.25,4.0
68117,DRIVE0201700003,"=""17369343""",01/01/2018,01-31-2018,SC,08/2017,16916.08,72,09/2023,0.2485,1,1,-,10/2017,True,2,2,0,NISSAN,Versa,1,2017,1,15144.0,98,Bureau,526,2,2,0,0.12831329,GA,-,69,False,1,1095.11,323.14,0.2124,0.2124,0.04,-,-,4.58,342.6051,111.5149,1095.11,0.0,454.12,0.0,0.0,0.0,0.0,-,10-13-2017,01/2018,3,15,SC,-,False,-,-,-,-,-,0.00,0.00,-,0,False,-,111.7015319598521,15820.970000000001,4.5
68162,DRIVE0201700003,"=""17395494""",01/01/2018,01-31-2018,SC,08/2017,15630.36,72,09/2023,0.1813,1,1,-,10/2017,True,2,2,0,NISSAN,Altima,2,2014,1,15375.0,98,Bureau,-,3,3,0,0.10407279,VA,-,69,False,1,15370.3,0.0,0.1813,0.1813,0.04,-,-,0.0,229.6107,128.0293,0.0,0.0,357.64,15659.99,289.69,15370.3,0.0,-,01-07-2018,01/2018,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,101.6608780487805,260.0600000000013,3.6
68193,DRIVE0201700003,"=""17370312""",01/01/2018,01-31-2018,SC,08/2017,28238.0,75,12/2023,0.1576,1,1,-,10/2017,True,2,2,0,DODGE,Charger,1,2017,1,29622.0,98,Bureau,618,2,2,0,0.12164768,TX,-,72,False,1,27800.15,0.0,0.1576,0.1576,0.04,-,-,0.0,360.4369,233.7331,0.0,0.0,594.17,28219.48,419.33,27800.15,0.0,-,01-19-2018,01/2018,1,0,SC,-,False,-,-,-,-,-,-,-,-,0,False,-,95.32779690770373,437.84999999999854,4.0
